match_id,season,season_start_year,match_date,team,opponent,venue,venue_ko,goals_for,goals_against,goal_difference,result,points,shots_for,shots_against,shots_on_target_for,shots_on_target_against,corners_for,corners_against,fouls_committed,fouls_drawn,yellow_cards,red_cards,clean_sheet,scored,match_stats_available,team_match_number,rolling_points_last5,rolling_goal_diff_last5
20032004_135,2003-2004,2003,2003-12-07,Borussia Mönchengladbach,Schalke 04,Away,원정,1,2,-1,L,0,11,16,,,5,4,14,17,2,0,False,True,True,15,7,1
20032004_143,2003-2004,2003,2003-12-14,Borussia Mönchengladbach,Borussia Dortmund,Home,홈,2,1,1,W,3,21,10,,,6,4,19,21,2,0,False,True,True,16,9,2
20032004_149,2003-2004,2003,2003-12-17,Borussia Mönchengladbach,1860 München,Away,원정,2,1,1,W,3,8,18,,,7,4,16,20,3,0,False,True,True,17,12,4
20032004_155,2003-2004,2003,2004-01-31,Borussia Mönchengladbach,1. FC Köln,Away,원정,0,1,-1,L,0,18,10,,,9,3,19,26,2,0,False,False,True,18,9,1
20032004_165,2003-2004,2003,2004-02-07,Borussia Mönchengladbach,Werder Bremen,Home,홈,1,2,-1,L,0,13,16,,,3,5,15,14,3,0,False,True,True,19,6,-1
20032004_177,2003-2004,2003,2004-02-14,Borussia Mönchengladbach,VfB Stuttgart,Away,원정,1,1,0,D,1,12,17,,,3,8,22,28,3,0,False,True,True,20,7,0
20032004_184,2003-2004,2003,2004-02-21,Borussia Mönchengladbach,SC Freiburg,Home,홈,2,2,0,D,1,25,9,,,4,1,19,25,3,0,False,True,True,21,5,-1
20032004_192,2003-2004,2003,2004-02-28,Borussia Mönchengladbach,Eintracht Frankfurt,Away,원정,1,3,-2,L,0,24,9,,,6,3,27,16,4,0,False,True,True,22,2,-4
20032004_202,2003-2004,2003,2004-03-06,Borussia Mönchengladbach,Hannover 96,Home,홈,1,0,1,W,3,21,12,,,3,3,23,18,1,0,True,True,True,23,5,-2
20032004_216,2003-2004,2003,2004-03-14,Borussia Mönchengladbach,VfL Bochum,Away,원정,0,1,-1,L,0,15,11,,,2,5,32,26,1,0,False,False,True,24,5,-2
20032004_220,2003-2004,2003,2004-03-20,Borussia Mönchengladbach,Hamburger SV,Home,홈,3,0,3,W,3,18,10,,,4,8,14,27,2,0,True,True,True,25,7,1
20032004_227,2003-2004,2003,2004-03-27,Borussia Mönchengladbach,Bayern München,Away,원정,2,5,-3,L,0,8,20,,,6,8,24,13,1,0,False,True,True,26,6,-2
20032004_238,2003-2004,2003,2004-04-03,Borussia Mönchengladbach,Bayer Leverkusen,Home,홈,0,0,0,D,1,14,6,,,7,3,22,26,2,0,True,False,True,27,7,0
20032004_248,2003-2004,2003,2004-04-10,Borussia Mönchengladbach,Hansa Rostock,Away,원정,2,1,1,W,3,15,10,,,7,2,21,25,5,0,False,True,True,28,7,0
20032004_256,2003-2004,2003,2004-04-17,Borussia Mönchengladbach,Hertha BSC,Home,홈,1,1,0,D,1,20,8,,,8,4,17,21,2,0,False,True,True,29,8,1
20032004_263,2003-2004,2003,2004-04-24,Borussia Mönchengladbach,VfL Wolfsburg,Home,홈,0,2,-2,L,0,26,9,,,10,4,9,13,1,0,False,False,True,30,5,-4
20032004_271,2003-2004,2003,2004-05-01,Borussia Mönchengladbach,1. FC Kaiserslautern,Away,원정,2,2,0,D,1,22,15,,,9,4,23,30,2,0,False,True,True,31,6,-1
20032004_283,2003-2004,2003,2004-05-08,Borussia Mönchengladbach,Schalke 04,Home,홈,2,0,2,W,3,10,13,,,4,9,23,19,2,0,True,True,True,32,8,1
20032004_291,2003-2004,2003,2004-05-15,Borussia Mönchengladbach,Borussia Dortmund,Away,원정,1,3,-2,L,0,11,18,,,3,2,16,21,3,0,False,True,True,33,5,-2
20032004_301,2003-2004,2003,2004-05-22,Borussia Mönchengladbach,1860 München,Home,홈,3,1,2,W,3,14,18,,,4,10,27,20,4,0,False,True,True,34,7,0
20032004_001,2003-2004,2003,2003-08-01,Eintracht Frankfurt,Bayern München,Away,원정,1,3,-2,L,0,6,17,,,3,4,17,19,2,0,False,True,True,1,0,-2
20032004_017,2003-2004,2003,2003-08-10,Eintracht Frankfurt,Bayer Leverkusen,Home,홈,1,2,-1,L,0,11,11,,,3,3,16,25,2,0,False,True,True,2,0,-3
20032004_024,2003-2004,2003,2003-08-16,Eintracht Frankfurt,Hansa Rostock,Away,원정,0,3,-3,L,0,13,19,,,3,6,21,34,3,0,False,False,True,3,0,-6
20032004_030,2003-2004,2003,2003-08-23,Eintracht Frankfurt,Hertha BSC,Home,홈,0,0,0,D,1,8,18,,,6,5,18,32,1,0,True,False,True,4,1,-6
20032004_045,2003-2004,2003,2003-09-14,Eintracht Frankfurt,Borussia Mönchengladbach,Away,원정,2,0,2,W,3,7,18,,,3,7,15,21,1,0,True,True,True,5,4,-4
20032004_053,2003-2004,2003,2003-09-21,Eintracht Frankfurt,1. FC Kaiserslautern,Home,홈,1,3,-2,L,0,15,21,,,6,6,19,25,3,1,False,True,True,6,4,-4
20032004_063,2003-2004,2003,2003-09-28,Eintracht Frankfurt,Schalke 04,Away,원정,1,1,0,D,1,5,25,,,2,9,14,22,1,0,False,True,True,7,5,-3
20032004_065,2003-2004,2003,2003-10-04,Eintracht Frankfurt,Borussia Dortmund,Home,홈,0,1,-1,L,0,9,8,,,2,2,24,18,2,0,False,False,True,8,5,-1
20032004_074,2003-2004,2003,2003-10-18,Eintracht Frankfurt,1860 München,Away,원정,0,1,-1,L,0,5,17,,,1,9,19,22,2,0,False,False,True,9,4,-2
20032004_083,2003-2004,2003,2003-10-25,Eintracht Frankfurt,1. FC Köln,Home,홈,2,0,2,W,3,12,18,,,4,3,15,20,1,0,True,True,True,10,4,-2
20032004_097,2003-2004,2003,2003-11-01,Eintracht Frankfurt,Werder Bremen,Away,원정,1,3,-2,L,0,9,20,,,2,8,11,12,1,0,False,True,True,11,4,-2
20032004_100,2003-2004,2003,2003-11-08,Eintracht Frankfurt,VfB Stuttgart,Home,홈,0,2,-2,L,0,17,6,,,6,2,14,19,3,1,False,False,True,12,3,-4
20032004_117,2003-2004,2003,2003-11-23,Eintracht Frankfurt,SC Freiburg,Away,원정,0,1,-1,L,0,14,16,,,5,8,20,19,2,0,False,False,True,13,3,-4
20032004_121,2003-2004,2003,2003-11-29,Eintracht Frankfurt,VfL Wolfsburg,Home,홈,3,2,1,W,3,21,20,,,6,7,13,24,2,0,False,True,True,14,6,-2
20032004_129,2003-2004,2003,2003-12-06,Eintracht Frankfurt,Hannover 96,Home,홈,2,2,0,D,1,7,8,,,1,3,18,29,4,0,False,True,True,15,4,-4
20032004_142,2003-2004,2003,2003-12-13,Eintracht Frankfurt,VfL Bochum,Away,원정,0,1,-1,L,0,16,14,,,4,9,12,27,2,0,False,False,True,16,4,-3
20032004_146,2003-2004,2003,2003-12-16,Eintracht Frankfurt,Hamburger SV,Home,홈,2,3,-1,L,0,13,13,,,6,7,24,22,3,0,False,True,True,17,4,-2
20032004_157,2003-2004,2003,2004-01-31,Eintracht Frankfurt,Bayern München,Home,홈,1,1,0,D,1,7,20,,,3,8,24,16,4,0,False,True,True,18,5,-1
20032004_164,2003-2004,2003,2004-02-07,Eintracht Frankfurt,Bayer Leverkusen,Away,원정,2,1,1,W,3,11,23,,,8,6,28,16,1,0,False,True,True,19,5,-1
20032004_173,2003-2004,2003,2004-02-14,Eintracht Frankfurt,Hansa Rostock,Home,홈,1,1,0,D,1,14,7,,,11,8,14,13,2,0,False,True,True,20,5,-1
20032004_189,2003-2004,2003,2004-02-22,Eintracht Frankfurt,Hertha BSC,Away,원정,2,1,1,W,3,9,14,,,1,10,15,21,4,0,False,True,True,21,8,1
20032004_192,2003-2004,2003,2004-02-28,Eintracht Frankfurt,Borussia Mönchengladbach,Home,홈,3,1,2,W,3,9,24,,,3,6,16,27,1,0,False,True,True,22,11,4
20032004_199,2003-2004,2003,2004-03-06,Eintracht Frankfurt,1. FC Kaiserslautern,Away,원정,0,1,-1,L,0,14,27,,,6,8,21,18,1,0,False,False,True,23,10,3
20032004_210,2003-2004,2003,2004-03-13,Eintracht Frankfurt,Schalke 04,Home,홈,3,0,3,W,3,14,12,,,4,8,11,16,3,0,True,True,True,24,10,5
20032004_219,2003-2004,2003,2004-03-20,Eintracht Frankfurt,Borussia Dortmund,Away,원정,0,2,-2,L,0,2,31,,,3,10,17,16,2,0,False,False,True,25,9,3
20032004_228,2003-2004,2003,2004-03-27,Eintracht Frankfurt,1860 München,Home,홈,0,3,-3,L,0,15,13,,,12,3,17,27,3,0,False,False,True,26,6,-1
20032004_236,2003-2004,2003,2004-04-03,Eintracht Frankfurt,1. FC Köln,Away,원정,0,2,-2,L,0,14,18,,,7,4,22,34,2,0,False,False,True,27,3,-5
20032004_246,2003-2004,2003,2004-04-10,Eintracht Frankfurt,Werder Bremen,Home,홈,0,1,-1,L,0,13,18,,,4,5,13,23,3,1,False,False,True,28,3,-5
20032004_258,2003-2004,2003,2004-04-17,Eintracht Frankfurt,VfB Stuttgart,Away,원정,1,3,-2,L,0,9,16,,,4,8,15,15,1,0,False,True,True,29,0,-10
20032004_264,2003-2004,2003,2004-04-24,Eintracht Frankfurt,SC Freiburg,Home,홈,3,0,3,W,3,20,13,,,3,3,26,22,3,0,True,True,True,30,3,-5
20032004_276,2003-2004,2003,2004-05-01,Eintracht Frankfurt,VfL Wolfsburg,Away,원정,0,1,-1,L,0,18,12,,,9,7,14,24,2,0,False,False,True,31,3,-3
20032004_285,2003-2004,2003,2004-05-08,Eintracht Frankfurt,Hannover 96,Away,원정,0,3,-3,L,0,6,20,,,4,10,10,17,4,0,False,False,True,32,3,-4
20032004_292,2003-2004,2003,2004-05-15,Eintracht Frankfurt,VfL Bochum,Home,홈,3,2,1,W,3,19,15,,,3,6,17,27,1,0,False,True,True,33,6,-2
20032004_302,2003-2004,2003,2004-05-22,Eintracht Frankfurt,Hamburger SV,Away,원정,1,2,-1,L,0,12,11,,,0,1,22,23,0,0,False,True,True,34,6,-1
20032004_004,2003-2004,2003,2003-08-02,Hamburger SV,Hannover 96,Home,홈,0,3,-3,L,0,10,16,,,7,4,14,19,3,0,False,False,True,1,0,-3
20032004_015,2003-2004,2003,2003-08-09,Hamburger SV,VfL Bochum,Away,원정,1,1,0,D,1,13,12,,,3,5,28,11,3,0,False,True,True,2,1,-3
20032004_027,2003-2004,2003,2003-08-17,Hamburger SV,VfL Wolfsburg,Away,원정,1,5,-4,L,0,12,19,,,6,3,26,18,3,0,False,True,True,3,1,-7
20032004_035,2003-2004,2003,2003-08-24,Hamburger SV,Bayern München,Home,홈,0,2,-2,L,0,7,11,,,3,10,16,14,3,0,False,False,True,4,1,-9
20032004_038,2003-2004,2003,2003-09-13,Hamburger SV,Bayer Leverkusen,Away,원정,0,1,-1,L,0,7,18,,,8,5,34,18,1,0,False,False,True,5,1,-10
20032004_054,2003-2004,2003,2003-09-21,Hamburger SV,Hansa Rostock,Home,홈,2,1,1,W,3,20,6,,,10,5,23,30,2,0,False,True,True,6,4,-6
20032004_062,2003-2004,2003,2003-09-28,Hamburger SV,Hertha BSC,Away,원정,1,1,0,D,1,19,10,,,3,10,27,37,3,0,False,True,True,7,4,-6
20032004_066,2003-2004,2003,2003-10-04,Hamburger SV,Borussia Mönchengladbach,Home,홈,2,1,1,W,3,15,9,,,6,6,27,27,3,0,False,True,True,8,7,-1
20032004_080,2003-2004,2003,2003-10-19,Hamburger SV,1. FC Kaiserslautern,Away,원정,0,4,-4,L,0,6,18,,,4,4,31,27,2,0,False,False,True,9,7,-3
20032004_084,2003-2004,2003,2003-10-25,Hamburger SV,Schalke 04,Home,홈,2,2,0,D,1,18,14,,,5,3,22,26,4,0,False,True,True,10,8,-2
20032004_099,2003-2004,2003,2003-11-02,Hamburger SV,Borussia Dortmund,Away,원정,2,3,-1,L,0,7,13,,,5,6,23,19,5,0,False,True,True,11,5,-4
20032004_101,2003-2004,2003,2003-11-08,Hamburger SV,1860 München,Home,홈,3,1,2,W,3,15,13,,,5,1,22,21,3,0,False,True,True,12,7,-2
20032004_109,2003-2004,2003,2003-11-22,Hamburger SV,1. FC Köln,Away,원정,1,0,1,W,3,8,18,,,3,8,16,19,2,0,True,True,True,13,7,-2
20032004_122,2003-2004,2003,2003-11-29,Hamburger SV,Werder Bremen,Home,홈,1,1,0,D,1,12,14,,,6,3,26,24,1,0,False,True,True,14,8,2
20032004_131,2003-2004,2003,2003-12-06,Hamburger SV,VfB Stuttgart,Away,원정,0,0,0,D,1,11,16,,,6,5,23,21,1,0,True,False,True,15,8,2
20032004_139,2003-2004,2003,2003-12-13,Hamburger SV,SC Freiburg,Home,홈,4,1,3,W,3,17,7,,,4,5,13,24,0,0,False,True,True,16,11,6
20032004_146,2003-2004,2003,2003-12-16,Hamburger SV,Eintracht Frankfurt,Away,원정,3,2,1,W,3,13,13,,,7,6,22,24,1,0,False,True,True,17,11,5
20032004_161,2003-2004,2003,2004-02-01,Hamburger SV,Hannover 96,Away,원정,2,3,-1,L,0,10,11,,,3,6,22,24,2,0,False,True,True,18,8,3
20032004_166,2003-2004,2003,2004-02-07,Hamburger SV,VfL Bochum,Home,홈,1,1,0,D,1,21,6,,,6,1,17,25,0,0,False,True,True,19,8,3
20032004_174,2003-2004,2003,2004-02-14,Hamburger SV,VfL Wolfsburg,Home,홈,2,0,2,W,3,12,4,,,6,4,24,27,2,0,True,True,True,20,10,5
20032004_183,2003-2004,2003,2004-02-21,Hamburger SV,Bayern München,Away,원정,0,1,-1,L,0,9,15,,,2,6,23,11,2,0,False,False,True,21,7,1
20032004_193,2003-2004,2003,2004-02-28,Hamburger SV,Bayer Leverkusen,Home,홈,3,1,2,W,3,14,18,,,4,5,21,18,3,0,False,True,True,22,7,2
20032004_203,2003-2004,2003,2004-03-06,Hamburger SV,Hansa Rostock,Away,원정,0,3,-3,L,0,9,12,,,6,8,24,25,2,0,False,False,True,23,7,0
20032004_211,2003-2004,2003,2004-03-13,Hamburger SV,Hertha BSC,Home,홈,2,0,2,W,3,15,15,,,3,3,27,24,2,0,True,True,True,24,9,2
20032004_220,2003-2004,2003,2004-03-20,Hamburger SV,Borussia Mönchengladbach,Away,원정,0,3,-3,L,0,10,18,,,8,4,27,14,3,0,False,False,True,25,6,-3
20032004_233,2003-2004,2003,2004-03-28,Hamburger SV,1. FC Kaiserslautern,Home,홈,3,2,1,W,3,15,14,,,7,5,30,24,2,0,False,True,True,26,9,-1
20032004_240,2003-2004,2003,2004-04-03,Hamburger SV,Schalke 04,Away,원정,1,4,-3,L,0,15,17,,,8,8,18,26,3,0,False,True,True,27,6,-6
20032004_247,2003-2004,2003,2004-04-10,Hamburger SV,Borussia Dortmund,Home,홈,0,2,-2,L,0,9,23,,,4,1,33,20,3,0,False,False,True,28,6,-5
20032004_254,2003-2004,2003,2004-04-17,Hamburger SV,1860 München,Away,원정,2,1,1,W,3,7,21,,,5,4,35,19,3,0,False,True,True,29,6,-6
20032004_265,2003-2004,2003,2004-04-24,Hamburger SV,1. FC Köln,Home,홈,4,2,2,W,3,20,14,,,7,1,20,28,1,0,False,True,True,30,9,-1
20032004_277,2003-2004,2003,2004-05-01,Hamburger SV,Werder Bremen,Away,원정,0,6,-6,L,0,6,20,,,2,7,28,27,3,0,False,False,True,31,6,-8
20032004_284,2003-2004,2003,2004-05-08,Hamburger SV,VfB Stuttgart,Home,홈,2,1,1,W,3,14,11,,,3,5,21,20,1,0,False,True,True,32,9,-4
20032004_294,2003-2004,2003,2004-05-15,Hamburger SV,SC Freiburg,Away,원정,0,0,0,D,1,10,17,,,3,7,22,19,5,0,True,False,True,33,10,-2
20032004_302,2003-2004,2003,2004-05-22,Hamburger SV,Eintracht Frankfurt,Home,홈,2,1,1,W,3,11,12,,,1,0,23,22,3,0,False,True,True,34,10,-2
20032004_004,2003-2004,2003,2003-08-02,Hannover 96,Hamburger SV,Away,원정,3,0,3,W,3,16,10,,,4,7,19,14,1,0,True,True,True,1,3,3
20032004_013,2003-2004,2003,2003-08-09,Hannover 96,Bayern München,Home,홈,3,3,0,D,1,9,12,,,8,9,25,17,2,1,False,True,True,2,4,3
20032004_020,2003-2004,2003,2003-08-16,Hannover 96,Bayer Leverkusen,Away,원정,0,4,-4,L,0,16,12,,,10,3,22,20,5,0,False,False,True,3,4,-1
20032004_036,2003-2004,2003,2003-08-27,Hannover 96,Hansa Rostock,Home,홈,3,3,0,D,1,13,13,,,3,5,21,13,3,0,False,True,True,4,5,-1
20032004_041,2003-2004,2003,2003-09-13,Hannover 96,Hertha BSC,Away,원정,3,2,1,W,3,13,13,,,4,4,13,29,2,0,False,True,True,5,8,0
20032004_048,2003-2004,2003,2003-09-20,Hannover 96,Borussia Mönchengladbach,Home,홈,2,0,2,W,3,17,9,,,12,3,10,17,2,0,True,True,True,6,8,-1
20032004_055,2003-2004,2003,2003-09-27,Hannover 96,1. FC Kaiserslautern,Away,원정,0,1,-1,L,0,13,22,,,7,12,26,27,4,0,False,False,True,7,7,-2
20032004_067,2003-2004,2003,2003-10-04,Hannover 96,Schalke 04,Home,홈,1,2,-1,L,0,15,12,,,4,4,19,19,3,1,False,True,True,8,7,1
20032004_075,2003-2004,2003,2003-10-18,Hannover 96,Borussia Dortmund,Away,원정,2,6,-4,L,0,12,13,,,8,4,18,17,2,0,False,True,True,9,6,-3
20032004_085,2003-2004,2003,2003-10-25,Hannover 96,1860 München,Home,홈,1,1,0,D,1,8,16,,,3,5,23,18,2,1,False,True,True,10,4,-4
20032004_091,2003-2004,2003,2003-11-01,Hannover 96,1. FC Köln,Away,원정,2,1,1,W,3,18,28,,,3,8,20,17,1,0,False,True,True,11,4,-5
20032004_102,2003-2004,2003,2003-11-08,Hannover 96,Werder Bremen,Home,홈,1,5,-4,L,0,16,17,,,10,8,14,18,1,0,False,True,True,12,4,-8
20032004_113,2003-2004,2003,2003-11-22,Hannover 96,VfB Stuttgart,Away,원정,1,3,-2,L,0,12,8,,,2,4,24,16,2,0,False,True,True,13,4,-9
20032004_123,2003-2004,2003,2003-11-29,Hannover 96,SC Freiburg,Home,홈,3,0,3,W,3,18,8,,,4,2,13,16,1,0,True,True,True,14,7,-2
20032004_129,2003-2004,2003,2003-12-06,Hannover 96,Eintracht Frankfurt,Away,원정,2,2,0,D,1,8,7,,,3,1,29,18,6,0,False,True,True,15,7,-2
20032004_144,2003-2004,2003,2003-12-14,Hannover 96,VfL Wolfsburg,Away,원정,1,2,-1,L,0,4,13,,,3,5,24,26,2,0,False,True,True,16,4,-4
20032004_151,2003-2004,2003,2003-12-17,Hannover 96,VfL Bochum,Home,홈,2,2,0,D,1,15,21,,,5,5,14,19,1,0,False,True,True,17,5,0
20032004_161,2003-2004,2003,2004-02-01,Hannover 96,Hamburger SV,Home,홈,3,2,1,W,3,11,10,,,6,3,24,22,3,0,False,True,True,18,8,3
20032004_170,2003-2004,2003,2004-02-08,Hannover 96,Bayern München,Away,원정,1,3,-2,L,0,20,17,,,8,7,24,16,3,0,False,True,True,19,5,-2
20032004_175,2003-2004,2003,2004-02-14,Hannover 96,Bayer Leverkusen,Home,홈,2,2,0,D,1,14,21,,,8,7,19,18,3,0,False,True,True,20,5,-2
20032004_185,2003-2004,2003,2004-02-21,Hannover 96,Hansa Rostock,Away,원정,1,3,-2,L,0,10,11,,,3,4,27,19,3,0,False,True,True,21,5,-3
20032004_197,2003-2004,2003,2004-02-29,Hannover 96,Hertha BSC,Home,홈,1,3,-2,L,0,14,12,,,8,1,14,16,1,0,False,True,True,22,4,-5
20032004_202,2003-2004,2003,2004-03-06,Hannover 96,Borussia Mönchengladbach,Away,원정,0,1,-1,L,0,12,21,,,3,3,18,23,2,0,False,False,True,23,1,-7
20032004_212,2003-2004,2003,2004-03-13,Hannover 96,1. FC Kaiserslautern,Home,홈,0,1,-1,L,0,29,3,,,12,3,16,15,4,0,False,False,True,24,1,-6
20032004_223,2003-2004,2003,2004-03-20,Hannover 96,Schalke 04,Away,원정,2,2,0,D,1,10,12,,,6,7,20,14,4,0,False,True,True,25,1,-6
20032004_229,2003-2004,2003,2004-03-27,Hannover 96,Borussia Dortmund,Home,홈,1,1,0,D,1,15,5,,,5,2,11,21,1,0,False,True,True,26,2,-4
20032004_237,2003-2004,2003,2004-04-03,Hannover 96,1860 München,Away,원정,2,0,2,W,3,13,9,,,6,2,21,25,4,0,True,True,True,27,5,0
20032004_251,2003-2004,2003,2004-04-11,Hannover 96,1. FC Köln,Home,홈,1,0,1,W,3,15,10,,,3,3,21,17,1,0,True,True,True,28,8,2
20032004_261,2003-2004,2003,2004-04-18,Hannover 96,Werder Bremen,Away,원정,0,0,0,D,1,6,15,,,2,5,26,24,1,0,True,False,True,29,9,3
20032004_266,2003-2004,2003,2004-04-24,Hannover 96,VfB Stuttgart,Home,홈,0,1,-1,L,0,11,5,,,7,4,13,30,0,0,False,False,True,30,8,2
20032004_275,2003-2004,2003,2004-05-01,Hannover 96,SC Freiburg,Away,원정,1,4,-3,L,0,11,11,,,7,5,18,20,3,0,False,True,True,31,7,-1
20032004_285,2003-2004,2003,2004-05-08,Hannover 96,Eintracht Frankfurt,Home,홈,3,0,3,W,3,20,6,,,10,4,17,10,2,0,True,True,True,32,7,0
20032004_293,2003-2004,2003,2004-05-15,Hannover 96,VfL Wolfsburg,Home,홈,0,0,0,D,1,12,4,,,8,0,11,15,0,0,True,False,True,33,5,-1
20032004_305,2003-2004,2003,2004-05-22,Hannover 96,VfL Bochum,Away,원정,1,3,-2,L,0,5,14,,,7,7,14,14,0,0,False,True,True,34,4,-3
20032004_009,2003-2004,2003,2003-08-03,Hansa Rostock,VfB Stuttgart,Home,홈,0,2,-2,L,0,10,15,,,7,4,21,27,1,0,False,False,True,1,0,-2
20032004_014,2003-2004,2003,2003-08-09,Hansa Rostock,SC Freiburg,Away,원정,2,2,0,D,1,9,22,,,1,7,23,12,2,0,False,True,True,2,1,-2
20032004_024,2003-2004,2003,2003-08-16,Hansa Rostock,Eintracht Frankfurt,Home,홈,3,0,3,W,3,19,13,,,6,3,34,21,9,0,True,True,True,3,4,1
20032004_036,2003-2004,2003,2003-08-27,Hansa Rostock,Hannover 96,Away,원정,3,3,0,D,1,13,13,,,5,3,13,21,6,0,False,True,True,4,5,1
20032004_040,2003-2004,2003,2003-09-13,Hansa Rostock,VfL Bochum,Home,홈,0,2,-2,L,0,19,13,,,4,2,13,25,3,0,False,False,True,5,5,-1
20032004_054,2003-2004,2003,2003-09-21,Hansa Rostock,Hamburger SV,Away,원정,1,2,-1,L,0,6,20,,,5,10,30,23,3,0,False,True,True,6,5,0
20032004_060,2003-2004,2003,2003-09-27,Hansa Rostock,Bayern München,Home,홈,1,2,-1,L,0,17,12,,,9,4,15,15,3,0,False,True,True,7,4,-1
20032004_071,2003-2004,2003,2003-10-05,Hansa Rostock,Bayer Leverkusen,Away,원정,0,3,-3,L,0,5,28,,,4,9,25,15,4,0,False,False,True,8,1,-7
20032004_078,2003-2004,2003,2003-10-18,Hansa Rostock,VfL Wolfsburg,Away,원정,1,3,-2,L,0,19,22,,,3,4,23,9,3,0,False,True,True,9,0,-9
20032004_086,2003-2004,2003,2003-10-25,Hansa Rostock,Hertha BSC,Home,홈,0,1,-1,L,0,13,11,,,4,5,23,29,1,0,False,False,True,10,0,-8
20032004_093,2003-2004,2003,2003-11-01,Hansa Rostock,Borussia Mönchengladbach,Away,원정,1,1,0,D,1,6,25,,,4,7,20,22,1,0,False,True,True,11,1,-7
20032004_103,2003-2004,2003,2003-11-08,Hansa Rostock,1. FC Kaiserslautern,Home,홈,4,0,4,W,3,12,14,,,1,2,26,18,3,0,True,True,True,12,4,-2
20032004_112,2003-2004,2003,2003-11-22,Hansa Rostock,Schalke 04,Away,원정,1,0,1,W,3,12,23,,,3,12,22,22,3,0,True,True,True,13,7,2
20032004_125,2003-2004,2003,2003-11-30,Hansa Rostock,Borussia Dortmund,Home,홈,2,1,1,W,3,18,7,,,8,3,21,20,4,0,False,True,True,14,10,5
20032004_127,2003-2004,2003,2003-12-06,Hansa Rostock,1860 München,Away,원정,4,1,3,W,3,14,21,,,2,9,25,21,1,0,False,True,True,15,13,9
20032004_140,2003-2004,2003,2003-12-13,Hansa Rostock,1. FC Köln,Home,홈,1,1,0,D,1,17,14,,,9,8,16,20,2,0,False,True,True,16,13,9
20032004_148,2003-2004,2003,2003-12-16,Hansa Rostock,Werder Bremen,Away,원정,0,3,-3,L,0,10,20,,,3,3,18,17,3,0,False,False,True,17,10,2
20032004_158,2003-2004,2003,2004-01-31,Hansa Rostock,VfB Stuttgart,Away,원정,0,2,-2,L,0,6,17,,,1,8,21,21,3,0,False,False,True,18,7,-1
20032004_167,2003-2004,2003,2004-02-07,Hansa Rostock,SC Freiburg,Home,홈,4,1,3,W,3,16,9,,,13,5,18,19,2,0,False,True,True,19,7,1
20032004_173,2003-2004,2003,2004-02-14,Hansa Rostock,Eintracht Frankfurt,Away,원정,1,1,0,D,1,7,14,,,8,11,13,14,3,0,False,True,True,20,5,-2
20032004_185,2003-2004,2003,2004-02-21,Hansa Rostock,Hannover 96,Home,홈,3,1,2,W,3,11,10,,,4,3,19,27,1,0,False,True,True,21,7,0
20032004_195,2003-2004,2003,2004-02-28,Hansa Rostock,VfL Bochum,Away,원정,0,0,0,D,1,12,16,,,2,3,27,30,3,0,True,False,True,22,8,3
20032004_203,2003-2004,2003,2004-03-06,Hansa Rostock,Hamburger SV,Home,홈,3,0,3,W,3,12,9,,,8,6,25,24,1,0,True,True,True,23,11,8
20032004_209,2003-2004,2003,2004-03-13,Hansa Rostock,Bayern München,Away,원정,3,3,0,D,1,9,13,,,5,4,22,19,3,0,False,True,True,24,9,5
20032004_221,2003-2004,2003,2004-03-20,Hansa Rostock,Bayer Leverkusen,Home,홈,0,2,-2,L,0,12,19,,,2,2,25,21,5,0,False,False,True,25,8,3
20032004_230,2003-2004,2003,2004-03-27,Hansa Rostock,VfL Wolfsburg,Home,홈,3,1,2,W,3,12,15,,,4,9,25,21,3,0,False,True,True,26,8,3
20032004_239,2003-2004,2003,2004-04-03,Hansa Rostock,Hertha BSC,Away,원정,1,1,0,D,1,10,12,,,3,7,19,22,0,0,False,True,True,27,8,3
20032004_248,2003-2004,2003,2004-04-10,Hansa Rostock,Borussia Mönchengladbach,Home,홈,1,2,-1,L,0,10,15,,,2,7,25,21,2,0,False,True,True,28,5,-1
20032004_253,2003-2004,2003,2004-04-17,Hansa Rostock,1. FC Kaiserslautern,Away,원정,2,3,-1,L,0,11,36,,,2,5,30,26,3,1,False,True,True,29,4,-2
20032004_267,2003-2004,2003,2004-04-24,Hansa Rostock,Schalke 04,Home,홈,3,1,2,W,3,16,16,,,6,6,16,19,3,0,False,True,True,30,7,2
20032004_274,2003-2004,2003,2004-05-01,Hansa Rostock,Borussia Dortmund,Away,원정,1,4,-3,L,0,5,17,,,4,8,25,19,1,0,False,True,True,31,4,-3
20032004_287,2003-2004,2003,2004-05-09,Hansa Rostock,1860 München,Home,홈,3,0,3,W,3,12,21,,,4,12,20,17,2,0,True,True,True,32,6,0
20032004_289,2003-2004,2003,2004-05-15,Hansa Rostock,1. FC Köln,Away,원정,0,4,-4,L,0,10,16,,,4,2,19,18,5,1,False,False,True,33,6,-3
20032004_303,2003-2004,2003,2004-05-22,Hansa Rostock,Werder Bremen,Home,홈,3,1,2,W,3,8,20,,,1,1,17,23,1,0,False,True,True,34,9,0
20032004_005,2003-2004,2003,2003-08-02,Hertha BSC,Werder Bremen,Home,홈,0,3,-3,L,0,23,19,,,6,6,12,23,1,0,False,False,True,1,0,-3
20032004_018,2003-2004,2003,2003-08-10,Hertha BSC,VfB Stuttgart,Away,원정,0,0,0,D,1,6,12,,,2,6,28,16,4,1,True,False,True,2,1,-3
