match_id,season,season_start_year,match_date,team,opponent,venue,venue_ko,goals_for,goals_against,goal_difference,result,points,shots_for,shots_against,shots_on_target_for,shots_on_target_against,corners_for,corners_against,fouls_committed,fouls_drawn,yellow_cards,red_cards,clean_sheet,scored,match_stats_available,team_match_number,rolling_points_last5,rolling_goal_diff_last5
20142015_196,2014-2015,2014,2015-02-21,Werder Bremen,Schalke 04,Away,원정,1,1,0,D,1,14,24,4,5,1,7,12,13,2,0,False,True,True,22,13,5
20142015_207,2014-2015,2014,2015-03-01,Werder Bremen,VfL Wolfsburg,Home,홈,3,5,-2,L,0,10,13,5,6,6,3,21,15,2,0,False,True,True,23,10,1
20142015_213,2014-2015,2014,2015-03-07,Werder Bremen,SC Freiburg,Away,원정,1,0,1,W,3,16,14,4,5,5,6,20,16,1,0,True,True,True,24,10,1
20142015_223,2014-2015,2014,2015-03-14,Werder Bremen,Bayern München,Home,홈,0,4,-4,L,0,6,13,3,7,3,3,20,16,3,0,False,False,True,25,7,-4
20142015_227,2014-2015,2014,2015-03-21,Werder Bremen,1. FC Köln,Away,원정,1,1,0,D,1,11,14,6,2,6,8,22,14,2,0,False,True,True,26,5,-5
20142015_241,2014-2015,2014,2015-04-04,Werder Bremen,Mainz 05,Home,홈,0,0,0,D,1,15,15,5,3,3,2,23,16,4,0,True,False,True,27,5,-5
20142015_252,2014-2015,2014,2015-04-12,Werder Bremen,VfB Stuttgart,Away,원정,2,3,-1,L,0,12,15,3,3,3,9,14,13,3,0,False,True,True,28,5,-4
20142015_261,2014-2015,2014,2015-04-19,Werder Bremen,Hamburger SV,Home,홈,1,0,1,W,3,11,8,5,2,3,0,12,22,1,0,True,True,True,29,5,-4
20142015_270,2014-2015,2014,2015-04-26,Werder Bremen,SC Paderborn 07,Away,원정,2,2,0,D,1,13,20,6,8,6,14,28,22,1,0,False,True,True,30,6,0
20142015_277,2014-2015,2014,2015-05-02,Werder Bremen,Eintracht Frankfurt,Home,홈,1,0,1,W,3,16,14,8,5,10,5,22,15,2,0,True,True,True,31,8,1
20142015_285,2014-2015,2014,2015-05-09,Werder Bremen,Hannover 96,Away,원정,1,1,0,D,1,9,12,3,3,1,8,19,16,1,0,False,True,True,32,8,1
20142015_297,2014-2015,2014,2015-05-16,Werder Bremen,Borussia Mönchengladbach,Home,홈,0,2,-2,L,0,19,14,3,4,5,4,13,7,0,0,False,False,True,33,8,0
20142015_300,2014-2015,2014,2015-05-23,Werder Bremen,Borussia Dortmund,Away,원정,2,3,-1,L,0,7,22,4,8,1,9,3,11,0,0,False,True,True,34,5,-2
20152016_008,2015-2016,2015,2015-08-16,1. FC Köln,VfB Stuttgart,Away,원정,3,1,2,W,3,9,28,5,8,3,13,8,13,2,0,False,True,True,1,3,2
20152016_011,2015-2016,2015,2015-08-22,1. FC Köln,VfL Wolfsburg,Home,홈,1,1,0,D,1,9,15,6,7,2,4,15,11,2,0,False,True,True,2,4,2
20152016_020,2015-2016,2015,2015-08-29,1. FC Köln,Hamburger SV,Home,홈,2,1,1,W,3,6,17,3,7,3,8,17,9,3,0,False,True,True,3,7,3
20152016_031,2015-2016,2015,2015-09-12,1. FC Köln,Eintracht Frankfurt,Away,원정,2,6,-4,L,0,13,18,7,11,2,5,14,14,1,0,False,True,True,4,7,-1
20152016_038,2015-2016,2015,2015-09-19,1. FC Köln,Borussia Mönchengladbach,Home,홈,1,0,1,W,3,11,9,5,2,2,2,10,16,0,0,True,True,True,5,10,0
20152016_048,2015-2016,2015,2015-09-22,1. FC Köln,Hertha BSC,Away,원정,0,2,-2,L,0,13,17,7,8,1,6,14,12,1,0,False,False,True,6,7,-4
20152016_055,2015-2016,2015,2015-09-25,1. FC Köln,FC Ingolstadt 04,Home,홈,1,1,0,D,1,15,16,4,5,8,4,14,16,2,0,False,True,True,7,7,-4
20152016_072,2015-2016,2015,2015-10-04,1. FC Köln,Schalke 04,Away,원정,3,0,3,W,3,12,17,4,7,2,3,12,15,2,0,True,True,True,8,7,-2
20152016_080,2015-2016,2015,2015-10-18,1. FC Köln,Hannover 96,Home,홈,0,1,-1,L,0,16,8,5,4,12,3,14,17,3,0,False,False,True,9,7,1
20152016_084,2015-2016,2015,2015-10-24,1. FC Köln,Bayern München,Away,원정,0,4,-4,L,0,4,26,2,14,0,10,4,8,1,0,False,False,True,10,4,-4
20152016_092,2015-2016,2015,2015-10-31,1. FC Köln,TSG Hoffenheim,Home,홈,0,0,0,D,1,13,10,4,4,5,5,12,15,2,0,True,False,True,11,5,-2
20152016_101,2015-2016,2015,2015-11-07,1. FC Köln,Bayer Leverkusen,Away,원정,2,1,1,W,3,17,12,8,4,9,6,12,18,2,0,False,True,True,12,7,-1
20152016_110,2015-2016,2015,2015-11-21,1. FC Köln,Mainz 05,Home,홈,0,0,0,D,1,14,7,3,1,6,1,14,11,1,0,True,False,True,13,5,-4
20152016_118,2015-2016,2015,2015-11-27,1. FC Köln,SV Darmstadt 98,Away,원정,0,0,0,D,1,12,9,2,1,7,4,12,16,1,0,True,False,True,14,6,-3
20152016_128,2015-2016,2015,2015-12-05,1. FC Köln,FC Augsburg,Home,홈,0,1,-1,L,0,22,22,8,8,7,6,17,18,2,0,False,False,True,15,6,0
20152016_142,2015-2016,2015,2015-12-12,1. FC Köln,Werder Bremen,Away,원정,1,1,0,D,1,12,10,3,6,4,6,9,17,2,0,False,True,True,16,6,0
20152016_146,2015-2016,2015,2015-12-19,1. FC Köln,Borussia Dortmund,Home,홈,2,1,1,W,3,14,14,6,3,6,6,10,15,3,0,False,True,True,17,6,0
20152016_155,2015-2016,2015,2016-01-23,1. FC Köln,VfB Stuttgart,Home,홈,1,3,-2,L,0,15,16,4,8,8,5,9,13,0,0,False,True,True,18,5,-2
20152016_171,2015-2016,2015,2016-01-31,1. FC Köln,VfL Wolfsburg,Away,원정,1,1,0,D,1,11,17,4,4,5,5,11,11,1,0,False,True,True,19,5,-2
20152016_179,2015-2016,2015,2016-02-07,1. FC Köln,Hamburger SV,Away,원정,1,1,0,D,1,20,5,6,4,10,4,5,17,2,0,False,True,True,20,6,-1
20152016_182,2015-2016,2015,2016-02-13,1. FC Köln,Eintracht Frankfurt,Home,홈,3,1,2,W,3,11,14,7,4,4,8,16,18,2,0,False,True,True,21,8,1
20152016_192,2015-2016,2015,2016-02-20,1. FC Köln,Borussia Mönchengladbach,Away,원정,0,1,-1,L,0,12,16,6,5,4,4,21,18,3,0,False,False,True,22,5,-1
20152016_199,2015-2016,2015,2016-02-26,1. FC Köln,Hertha BSC,Home,홈,0,1,-1,L,0,15,10,3,3,2,8,15,10,2,0,False,False,True,23,5,0
20152016_208,2015-2016,2015,2016-03-01,1. FC Köln,FC Ingolstadt 04,Away,원정,1,1,0,D,1,8,14,3,3,2,7,19,13,1,0,False,True,True,24,5,0
20152016_217,2015-2016,2015,2016-03-05,1. FC Köln,Schalke 04,Home,홈,1,3,-2,L,0,17,18,9,4,7,5,13,15,1,0,False,True,True,25,4,-2
20152016_230,2015-2016,2015,2016-03-12,1. FC Köln,Hannover 96,Away,원정,2,0,2,W,3,12,17,5,2,1,9,11,17,1,0,True,True,True,26,4,-2
20152016_236,2015-2016,2015,2016-03-19,1. FC Köln,Bayern München,Home,홈,0,1,-1,L,0,6,6,2,3,0,5,21,13,1,0,False,False,True,27,4,-2
20152016_252,2015-2016,2015,2016-04-03,1. FC Köln,TSG Hoffenheim,Away,원정,1,1,0,D,1,9,15,1,5,8,4,11,11,1,0,False,True,True,28,5,-1
20152016_260,2015-2016,2015,2016-04-10,1. FC Köln,Bayer Leverkusen,Home,홈,0,2,-2,L,0,18,12,9,6,8,8,10,12,1,1,False,False,True,29,4,-3
20152016_270,2015-2016,2015,2016-04-17,1. FC Köln,Mainz 05,Away,원정,3,2,1,W,3,12,18,4,7,7,6,11,12,2,0,False,True,True,30,7,0
20152016_272,2015-2016,2015,2016-04-23,1. FC Köln,SV Darmstadt 98,Home,홈,4,1,3,W,3,15,15,9,2,3,6,15,17,2,0,False,True,True,31,7,1
20152016_280,2015-2016,2015,2016-04-29,1. FC Köln,FC Augsburg,Away,원정,0,0,0,D,1,8,13,1,1,5,5,14,9,2,1,True,False,True,32,8,2
20152016_289,2015-2016,2015,2016-05-07,1. FC Köln,Werder Bremen,Home,홈,0,0,0,D,1,9,13,4,1,8,7,20,20,3,0,True,False,True,33,8,2
20152016_300,2015-2016,2015,2016-05-14,1. FC Köln,Borussia Dortmund,Away,원정,2,2,0,D,1,6,13,5,5,1,2,6,7,0,0,False,True,True,34,9,4
20152016_002,2015-2016,2015,2015-08-15,Bayer Leverkusen,TSG Hoffenheim,Home,홈,2,1,1,W,3,25,6,9,2,13,5,12,18,1,0,False,True,True,1,3,1
20152016_014,2015-2016,2015,2015-08-22,Bayer Leverkusen,Hannover 96,Away,원정,1,0,1,W,3,11,6,4,3,8,3,21,15,0,0,True,True,True,2,6,2
20152016_021,2015-2016,2015,2015-08-29,Bayer Leverkusen,Bayern München,Away,원정,0,3,-3,L,0,10,14,4,6,5,7,14,12,3,0,False,False,True,3,6,-1
20152016_029,2015-2016,2015,2015-09-12,Bayer Leverkusen,SV Darmstadt 98,Home,홈,0,1,-1,L,0,16,5,4,3,10,4,13,17,3,0,False,False,True,4,6,-2
20152016_043,2015-2016,2015,2015-09-20,Bayer Leverkusen,Borussia Dortmund,Away,원정,0,3,-3,L,0,8,22,3,10,1,3,17,10,3,0,False,False,True,5,6,-5
20152016_050,2015-2016,2015,2015-09-23,Bayer Leverkusen,Mainz 05,Home,홈,1,0,1,W,3,20,3,6,2,11,3,16,13,3,0,True,True,True,6,6,-5
20152016_061,2015-2016,2015,2015-09-26,Bayer Leverkusen,Werder Bremen,Away,원정,3,0,3,W,3,17,9,7,0,6,2,15,12,2,0,True,True,True,7,6,-3
20152016_070,2015-2016,2015,2015-10-04,Bayer Leverkusen,FC Augsburg,Home,홈,1,1,0,D,1,22,3,8,0,9,1,13,22,2,0,False,True,True,8,7,0
20152016_076,2015-2016,2015,2015-10-17,Bayer Leverkusen,Hamburger SV,Away,원정,0,0,0,D,1,10,8,3,3,5,3,20,22,2,0,True,False,True,9,8,1
20152016_083,2015-2016,2015,2015-10-24,Bayer Leverkusen,VfB Stuttgart,Home,홈,4,3,1,W,3,19,12,6,6,5,3,16,13,2,0,False,True,True,10,11,5
20152016_096,2015-2016,2015,2015-10-31,Bayer Leverkusen,VfL Wolfsburg,Away,원정,1,2,-1,L,0,15,13,6,5,5,5,16,17,2,0,False,True,True,11,8,3
20152016_101,2015-2016,2015,2015-11-07,Bayer Leverkusen,1. FC Köln,Home,홈,1,2,-1,L,0,12,17,4,8,6,9,18,12,1,1,False,True,True,12,5,-1
20152016_112,2015-2016,2015,2015-11-21,Bayer Leverkusen,Eintracht Frankfurt,Away,원정,3,1,2,W,3,17,9,11,1,8,3,19,15,1,0,False,True,True,13,7,1
20152016_124,2015-2016,2015,2015-11-29,Bayer Leverkusen,Schalke 04,Home,홈,1,1,0,D,1,18,8,6,3,9,5,9,11,1,0,False,True,True,14,7,1
20152016_132,2015-2016,2015,2015-12-05,Bayer Leverkusen,Hertha BSC,Away,원정,1,2,-1,L,0,8,10,2,4,2,8,15,18,3,1,False,True,True,15,4,-1
20152016_137,2015-2016,2015,2015-12-12,Bayer Leverkusen,Borussia Mönchengladbach,Home,홈,5,0,5,W,3,14,6,6,2,4,2,13,19,0,0,True,True,True,16,7,5
20152016_148,2015-2016,2015,2015-12-19,Bayer Leverkusen,FC Ingolstadt 04,Away,원정,1,0,1,W,3,9,11,2,3,3,6,18,12,3,0,True,True,True,17,10,7
20152016_160,2015-2016,2015,2016-01-23,Bayer Leverkusen,TSG Hoffenheim,Away,원정,1,1,0,D,1,17,5,8,3,9,2,15,16,2,0,False,True,True,18,8,5
20152016_164,2015-2016,2015,2016-01-30,Bayer Leverkusen,Hannover 96,Home,홈,3,0,3,W,3,14,7,6,2,6,6,10,21,0,0,True,True,True,19,10,8
20152016_173,2015-2016,2015,2016-02-06,Bayer Leverkusen,Bayern München,Home,홈,0,0,0,D,1,6,9,2,1,6,8,17,11,0,0,True,False,True,20,11,9
20152016_184,2015-2016,2015,2016-02-13,Bayer Leverkusen,SV Darmstadt 98,Away,원정,2,1,1,W,3,14,12,3,6,6,3,16,20,3,0,False,True,True,21,11,5
20152016_196,2015-2016,2015,2016-02-21,Bayer Leverkusen,Borussia Dortmund,Home,홈,0,1,-1,L,0,9,7,2,2,8,1,20,10,5,0,False,False,True,22,8,3
20152016_207,2015-2016,2015,2016-02-28,Bayer Leverkusen,Mainz 05,Away,원정,1,3,-2,L,0,12,14,4,7,12,1,18,16,1,0,False,True,True,23,7,1
20152016_210,2015-2016,2015,2016-03-02,Bayer Leverkusen,Werder Bremen,Home,홈,1,4,-3,L,0,16,11,6,4,9,6,15,8,1,0,False,True,True,24,4,-5
20152016_220,2015-2016,2015,2016-03-05,Bayer Leverkusen,FC Augsburg,Away,원정,3,3,0,D,1,20,10,5,5,5,0,14,10,1,0,False,True,True,25,4,-5
20152016_233,2015-2016,2015,2016-03-13,Bayer Leverkusen,Hamburger SV,Home,홈,1,0,1,W,3,14,10,4,5,5,7,18,17,4,1,True,True,True,26,4,-5
20152016_243,2015-2016,2015,2016-03-20,Bayer Leverkusen,VfB Stuttgart,Away,원정,2,0,2,W,3,15,14,9,5,9,2,21,16,3,0,True,True,True,27,7,-2
20152016_244,2015-2016,2015,2016-04-01,Bayer Leverkusen,VfL Wolfsburg,Home,홈,3,0,3,W,3,12,10,5,5,6,2,13,19,0,0,True,True,True,28,10,3
20152016_260,2015-2016,2015,2016-04-10,Bayer Leverkusen,1. FC Köln,Away,원정,2,0,2,W,3,12,18,6,9,8,8,12,10,2,1,True,True,True,29,13,8
20152016_263,2015-2016,2015,2016-04-16,Bayer Leverkusen,Eintracht Frankfurt,Home,홈,3,0,3,W,3,12,9,6,6,3,2,15,21,4,0,True,True,True,30,15,11
20152016_275,2015-2016,2015,2016-04-23,Bayer Leverkusen,Schalke 04,Away,원정,3,2,1,W,3,16,20,6,8,4,6,16,19,3,0,False,True,True,31,15,11
20152016_281,2015-2016,2015,2016-04-30,Bayer Leverkusen,Hertha BSC,Home,홈,2,1,1,W,3,18,9,8,3,6,4,14,20,1,0,False,True,True,32,15,10
20152016_290,2015-2016,2015,2016-05-07,Bayer Leverkusen,Borussia Mönchengladbach,Away,원정,1,2,-1,L,0,17,14,8,6,3,6,9,16,2,0,False,True,True,33,12,6
20152016_298,2015-2016,2015,2016-05-14,Bayer Leverkusen,FC Ingolstadt 04,Home,홈,3,2,1,W,3,10,21,6,5,2,4,17,12,1,0,False,True,True,34,12,5
20152016_001,2015-2016,2015,2015-08-14,Bayern München,Hamburger SV,Home,홈,5,0,5,W,3,23,5,9,1,7,0,10,12,2,0,True,True,True,1,3,5
20152016_016,2015-2016,2015,2015-08-22,Bayern München,TSG Hoffenheim,Away,원정,2,1,1,W,3,5,2,2,1,2,1,2,7,0,0,False,True,True,2,6,6
20152016_021,2015-2016,2015,2015-08-29,Bayern München,Bayer Leverkusen,Home,홈,3,0,3,W,3,14,10,6,4,7,5,12,14,2,0,True,True,True,3,9,9
20152016_030,2015-2016,2015,2015-09-12,Bayern München,FC Augsburg,Home,홈,2,1,1,W,3,27,4,10,1,9,0,10,10,0,0,False,True,True,4,12,10
20152016_040,2015-2016,2015,2015-09-19,Bayern München,SV Darmstadt 98,Away,원정,3,0,3,W,3,18,5,6,2,5,1,8,10,1,0,True,True,True,5,15,13
20152016_046,2015-2016,2015,2015-09-22,Bayern München,VfL Wolfsburg,Home,홈,5,1,4,W,3,17,7,12,2,5,1,11,12,1,0,False,True,True,6,15,12
20152016_058,2015-2016,2015,2015-09-26,Bayern München,Mainz 05,Away,원정,3,0,3,W,3,17,6,9,1,4,3,11,17,1,0,True,True,True,7,15,14
20152016_071,2015-2016,2015,2015-10-04,Bayern München,Borussia Dortmund,Home,홈,5,1,4,W,3,14,10,9,4,4,4,14,8,3,0,False,True,True,8,15,15
20152016_079,2015-2016,2015,2015-10-17,Bayern München,Werder Bremen,Away,원정,1,0,1,W,3,13,8,4,2,3,2,12,15,2,0,True,True,True,9,15,15
20152016_084,2015-2016,2015,2015-10-24,Bayern München,1. FC Köln,Home,홈,4,0,4,W,3,26,4,14,2,10,0,8,4,1,0,True,True,True,10,15,16
20152016_091,2015-2016,2015,2015-10-30,Bayern München,Eintracht Frankfurt,Away,원정,0,0,0,D,1,10,8,2,2,5,5,15,13,2,0,True,False,True,11,13,12
20152016_102,2015-2016,2015,2015-11-07,Bayern München,VfB Stuttgart,Home,홈,4,0,4,W,3,33,5,14,2,7,3,8,15,0,0,True,True,True,12,13,13
20152016_113,2015-2016,2015,2015-11-21,Bayern München,Schalke 04,Away,원정,3,1,2,W,3,24,5,8,1,6,4,10,12,0,0,False,True,True,13,13,11
20152016_119,2015-2016,2015,2015-11-28,Bayern München,Hertha BSC,Home,홈,2,0,2,W,3,24,4,9,1,9,1,14,13,0,0,True,True,True,14,13,12
20152016_129,2015-2016,2015,2015-12-05,Bayern München,Borussia Mönchengladbach,Away,원정,1,3,-2,L,0,22,13,6,6,9,3,12,13,2,0,False,True,True,15,10,6
20152016_138,2015-2016,2015,2015-12-12,Bayern München,FC Ingolstadt 04,Home,홈,2,0,2,W,3,14,9,8,4,4,4,14,22,2,0,True,True,True,16,12,8
20152016_150,2015-2016,2015,2015-12-19,Bayern München,Hannover 96,Away,원정,1,0,1,W,3,20,6,11,1,5,5,10,10,0,0,True,True,True,17,12,5
20152016_154,2015-2016,2015,2016-01-22,Bayern München,Hamburger SV,Away,원정,2,1,1,W,3,20,7,5,1,7,2,11,21,2,0,False,True,True,18,12,4
20152016_170,2015-2016,2015,2016-01-31,Bayern München,TSG Hoffenheim,Home,홈,2,0,2,W,3,29,5,9,2,10,2,11,11,1,0,True,True,True,19,12,4
20152016_173,2015-2016,2015,2016-02-06,Bayern München,Bayer Leverkusen,Away,원정,0,0,0,D,1,9,6,1,2,8,6,11,17,0,1,True,False,True,20,13,6
20152016_188,2015-2016,2015,2016-02-14,Bayern München,FC Augsburg,Away,원정,3,1,2,W,3,24,7,10,2,5,2,9,11,1,0,False,True,True,21,13,6
20152016_191,2015-2016,2015,2016-02-20,Bayern München,SV Darmstadt 98,Home,홈,3,1,2,W,3,36,6,13,5,18,0,10,13,2,0,False,True,True,22,13,7
20152016_202,2015-2016,2015,2016-02-27,Bayern München,VfL Wolfsburg,Away,원정,2,0,2,W,3,14,12,4,8,7,1,10,7,1,0,True,True,True,23,13,8
20152016_211,2015-2016,2015,2016-03-02,Bayern München,Mainz 05,Home,홈,1,2,-1,L,0,16,5,6,3,11,0,11,11,1,0,False,True,True,24,10,5
20152016_218,2015-2016,2015,2016-03-05,Bayern München,Borussia Dortmund,Away,원정,0,0,0,D,1,17,11,4,3,6,2,12,10,1,0,True,False,True,25,10,5
20152016_227,2015-2016,2015,2016-03-12,Bayern München,Werder Bremen,Home,홈,5,0,5,W,3,20,2,13,1,11,4,8,8,1,0,True,True,True,26,10,8
20152016_236,2015-2016,2015,2016-03-19,Bayern München,1. FC Köln,Away,원정,1,0,1,W,3,6,6,3,2,5,0,13,21,1,0,True,True,True,27,10,7
20152016_245,2015-2016,2015,2016-04-02,Bayern München,Eintracht Frankfurt,Home,홈,1,0,1,W,3,21,4,10,0,5,1,16,16,2,0,True,True,True,28,10,6
20152016_257,2015-2016,2015,2016-04-09,Bayern München,VfB Stuttgart,Away,원정,3,1,2,W,3,13,9,6,2,4,7,15,8,3,0,False,True,True,29,13,9
20152016_264,2015-2016,2015,2016-04-16,Bayern München,Schalke 04,Home,홈,3,0,3,W,3,14,7,7,4,6,2,10,7,0,0,True,True,True,30,15,12
20152016_274,2015-2016,2015,2016-04-23,Bayern München,Hertha BSC,Away,원정,2,0,2,W,3,6,9,6,0,3,1,17,9,4,0,True,True,True,31,15,9
20152016_282,2015-2016,2015,2016-04-30,Bayern München,Borussia Mönchengladbach,Home,홈,1,1,0,D,1,9,8,4,2,7,5,10,13,2,0,False,True,True,32,13,8
20152016_292,2015-2016,2015,2016-05-07,Bayern München,FC Ingolstadt 04,Away,원정,2,1,1,W,3,12,16,6,4,3,4,15,17,3,0,False,True,True,33,13,8
20152016_299,2015-2016,2015,2016-05-14,Bayern München,Hannover 96,Home,홈,3,1,2,W,3,20,20,11,5,11,5,10,13,0,0,False,True,True,34,13,8
20152016_003,2015-2016,2015,2015-08-15,Borussia Dortmund,Borussia Mönchengladbach,Home,홈,4,0,4,W,3,17,5,7,1,3,5,13,14,0,0,True,True,True,1,3,4
20152016_018,2015-2016,2015,2015-08-23,Borussia Dortmund,FC Ingolstadt 04,Away,원정,4,0,4,W,3,18,3,8,2,4,1,16,18,3,0,True,True,True,2,6,8
20152016_026,2015-2016,2015,2015-08-30,Borussia Dortmund,Hertha BSC,Home,홈,3,1,2,W,3,15,4,6,4,5,1,16,12,0,0,False,True,True,3,9,10
20152016_033,2015-2016,2015,2015-09-12,Borussia Dortmund,Hannover 96,Away,원정,4,2,2,W,3,17,5,6,3,4,2,16,15,1,0,False,True,True,4,12,12
20152016_043,2015-2016,2015,2015-09-20,Borussia Dortmund,Bayer Leverkusen,Home,홈,3,0,3,W,3,22,8,10,3,3,1,10,17,1,0,True,True,True,5,15,15
20152016_054,2015-2016,2015,2015-09-23,Borussia Dortmund,TSG Hoffenheim,Away,원정,1,1,0,D,1,14,10,4,5,4,5,13,15,1,0,False,True,True,6,13,11
20152016_062,2015-2016,2015,2015-09-27,Borussia Dortmund,SV Darmstadt 98,Home,홈,2,2,0,D,1,16,4,4,3,8,0,16,13,0,0,False,True,True,7,11,7
20152016_071,2015-2016,2015,2015-10-04,Borussia Dortmund,Bayern München,Away,원정,1,5,-4,L,0,10,14,4,9,4,4,8,14,1,0,False,True,True,8,8,1
20152016_073,2015-2016,2015,2015-10-16,Borussia Dortmund,Mainz 05,Away,원정,2,0,2,W,3,16,11,6,5,4,8,16,14,1,0,True,True,True,9,8,1
20152016_089,2015-2016,2015,2015-10-25,Borussia Dortmund,FC Augsburg,Home,홈,5,1,4,W,3,19,4,9,3,6,4,8,13,0,0,False,True,True,10,8,2
20152016_097,2015-2016,2015,2015-10-31,Borussia Dortmund,Werder Bremen,Away,원정,3,1,2,W,3,11,8,6,2,9,1,15,17,0,0,False,True,True,11,10,4
20152016_107,2015-2016,2015,2015-11-08,Borussia Dortmund,Schalke 04,Home,홈,3,2,1,W,3,14,9,7,3,5,3,10,16,3,0,False,True,True,12,12,5
20152016_109,2015-2016,2015,2015-11-20,Borussia Dortmund,Hamburger SV,Away,원정,1,3,-2,L,0,21,7,7,2,7,2,9,17,1,0,False,True,True,13,12,7
20152016_125,2015-2016,2015,2015-11-29,Borussia Dortmund,VfB Stuttgart,Home,홈,4,1,3,W,3,14,8,9,3,5,4,10,13,1,0,False,True,True,14,12,8
20152016_133,2015-2016,2015,2015-12-05,Borussia Dortmund,VfL Wolfsburg,Away,원정,2,1,1,W,3,14,22,6,8,5,9,14,14,2,0,False,True,True,15,12,5
20152016_143,2015-2016,2015,2015-12-13,Borussia Dortmund,Eintracht Frankfurt,Home,홈,4,1,3,W,3,24,3,11,2,14,1,4,3,0,0,False,True,True,16,12,6
20152016_146,2015-2016,2015,2015-12-19,Borussia Dortmund,1. FC Köln,Away,원정,1,2,-1,L,0,14,14,3,6,6,6,15,10,1,0,False,True,True,17,9,4
20152016_156,2015-2016,2015,2016-01-23,Borussia Dortmund,Borussia Mönchengladbach,Away,원정,3,1,2,W,3,12,10,4,3,1,3,10,12,1,0,False,True,True,18,12,8
20152016_165,2015-2016,2015,2016-01-30,Borussia Dortmund,FC Ingolstadt 04,Home,홈,2,0,2,W,3,11,5,6,3,4,1,15,18,4,0,True,True,True,19,12,7
20152016_177,2015-2016,2015,2016-02-06,Borussia Dortmund,Hertha BSC,Away,원정,0,0,0,D,1,9,10,2,4,3,3,16,11,2,0,True,False,True,20,10,6
20152016_183,2015-2016,2015,2016-02-13,Borussia Dortmund,Hannover 96,Home,홈,1,0,1,W,3,14,4,7,1,10,3,13,9,1,0,True,True,True,21,10,4
20152016_196,2015-2016,2015,2016-02-21,Borussia Dortmund,Bayer Leverkusen,Away,원정,1,0,1,W,3,7,9,2,2,1,8,10,20,1,0,True,True,True,22,13,6
20152016_204,2015-2016,2015,2016-02-28,Borussia Dortmund,TSG Hoffenheim,Home,홈,3,1,2,W,3,26,9,9,4,11,7,9,10,0,0,False,True,True,23,13,6
20152016_214,2015-2016,2015,2016-03-02,Borussia Dortmund,SV Darmstadt 98,Away,원정,2,0,2,W,3,13,5,7,1,4,2,16,12,1,0,True,True,True,24,13,6
20152016_218,2015-2016,2015,2016-03-05,Borussia Dortmund,Bayern München,Home,홈,0,0,0,D,1,11,17,3,4,2,6,10,12,1,0,True,False,True,25,13,6
20152016_234,2015-2016,2015,2016-03-13,Borussia Dortmund,Mainz 05,Home,홈,2,0,2,W,3,22,4,10,0,8,2,8,14,0,0,True,True,True,26,13,7
20152016_242,2015-2016,2015,2016-03-20,Borussia Dortmund,FC Augsburg,Away,원정,3,1,2,W,3,13,7,5,4,3,2,6,16,1,0,False,True,True,27,13,8
20152016_246,2015-2016,2015,2016-04-02,Borussia Dortmund,Werder Bremen,Home,홈,3,2,1,W,3,23,9,8,3,11,2,13,6,1,0,False,True,True,28,13,7
20152016_261,2015-2016,2015,2016-04-10,Borussia Dortmund,Schalke 04,Away,원정,2,2,0,D,1,16,10,5,2,9,1,13,22,3,0,False,True,True,29,11,5
20152016_269,2015-2016,2015,2016-04-17,Borussia Dortmund,Hamburger SV,Home,홈,3,0,3,W,3,14,5,5,1,10,0,6,16,0,0,True,True,True,30,13,8
20152016_276,2015-2016,2015,2016-04-23,Borussia Dortmund,VfB Stuttgart,Away,원정,3,0,3,W,3,16,8,9,1,4,3,10,19,1,0,True,True,True,31,13,9
20152016_283,2015-2016,2015,2016-04-30,Borussia Dortmund,VfL Wolfsburg,Home,홈,5,1,4,W,3,20,6,10,4,7,6,8,13,2,0,False,True,True,32,13,11
20152016_291,2015-2016,2015,2016-05-07,Borussia Dortmund,Eintracht Frankfurt,Away,원정,0,1,-1,L,0,13,6,2,4,5,3,12,20,3,0,False,False,True,33,10,9
20152016_300,2015-2016,2015,2016-05-14,Borussia Dortmund,1. FC Köln,Home,홈,2,2,0,D,1,13,6,5,5,2,1,7,6,1,0,False,True,True,34,10,9
20152016_003,2015-2016,2015,2015-08-15,Borussia Mönchengladbach,Borussia Dortmund,Away,원정,0,4,-4,L,0,5,17,1,7,5,3,14,13,1,0,False,False,True,1,0,-4
20152016_017,2015-2016,2015,2015-08-23,Borussia Mönchengladbach,Mainz 05,Home,홈,1,2,-1,L,0,15,13,6,4,3,0,12,12,2,0,False,True,True,2,0,-5
20152016_027,2015-2016,2015,2015-08-30,Borussia Mönchengladbach,Werder Bremen,Away,원정,1,2,-1,L,0,9,22,5,6,6,5,18,17,1,1,False,True,True,3,0,-6
20152016_028,2015-2016,2015,2015-09-11,Borussia Mönchengladbach,Hamburger SV,Home,홈,0,3,-3,L,0,13,10,2,4,5,2,17,19,2,0,False,False,True,4,0,-9
20152016_038,2015-2016,2015,2015-09-19,Borussia Mönchengladbach,1. FC Köln,Away,원정,0,1,-1,L,0,9,11,2,5,2,2,16,10,3,0,False,False,True,5,0,-10
20152016_051,2015-2016,2015,2015-09-23,Borussia Mönchengladbach,FC Augsburg,Home,홈,4,2,2,W,3,21,13,12,4,6,2,20,21,2,0,False,True,True,6,3,-4
20152016_059,2015-2016,2015,2015-09-26,Borussia Mönchengladbach,VfB Stuttgart,Away,원정,3,1,2,W,3,9,22,5,6,3,12,15,15,1,0,False,True,True,7,6,-1
